Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1980 Winter Olympics,Male,"Wilbur D. ""Willie""•Davenport",Willie•Davenport,"8 June 1943 in Troy, Alabama (USA)","17 June 2002 in Chicago, Illinois (USA)",United States,78295,186 cm / 84 kg,"Baton Rouge Track Club, Baton Rouge (USA)",,,,,,
1968 Winter Olympics; 1972 Winter Olympics,Female,"Alicia Jo ""JoJo""•Starbuck (-Bradshaw, -Gertler)",JoJo•Starbuck,"14 February 1951 in Birmingham, Alabama (USA)",,United States,82445,165 cm / 50 kg,"Arctic Blades FSC, Lake Arrowhead (USA)",,,,,,
1964 Winter Olympics; 1968 Winter Olympics,Male,"William Allen ""Bill""•Spencer",Bill•Spencer,"23 June 1936 in Russellville, Alabama (USA)","3 December 2020 in Sandy, Utah (USA)",United States,97725,180 cm / 70 kg,U.S. Army/University of Utah,,,,,,
2002 Winter Olympics,Male,"John Luther•Zimmerman, IV",John•Zimmerman,"26 November 1973 in Birmingham, Alabama (USA)",,United States,101228,183 cm / 83 kg,Birmingham Figure Skating Club,,,,,,
2002 Winter Olympics; 2006 Winter Olympics,Female,Vonetta Lashaw•Flowers (Jeffery-),Vonetta•Flowers,"29 October 1973 in Birmingham, Alabama (USA)",,United States,101654,167 cm / 70 kg,"UAB Blazers, Birmingham (USA)",,,,,,
1972 Winter Olympics,Female,Barbara Ann•Britch (-Craig),Barbara•Britch,"30 March 1951 in Anchorage, Alaska (USA)",,United States,80729,167 cm / 59 kg,Nordic Ski Club,,,,,,
1976 Winter Olympics,Female,Wendy Lee•Burge,Wendy•Burge,"1 October 1957 in Adah, Alaska (USA)",,United States,80754,158 cm / 47 kg,"LAFSC, Los Angeles (USA)",,,,,,
1992 Winter Olympics,Female,"Susan Daphne ""Sue""•Forbes",Sue•Forbes,"25 July 1961 in Anchorage, Alaska (USA)",,United States,81074,,,,,,,,
1994 Winter Olympics,Female,Megan C.•Gerety (-Moe),Megan•Gerety,"14 October 1971 in Anchorage, Alaska (USA)",,United States,81134,168 cm / 66 kg,Alyeska Ski Club,,,,,,
1988 Winter Olympics; 1992 Winter Olympics; 1994 Winter Olympics,Female,Hilary Kirsten•Lindh,Hilary•Lindh,"10 May 1969 in Juneau, Alaska (USA)",,United States,81684,175 cm / 72 kg,,,,,,,
1972 Winter Olympics; 1976 Winter Olympics,Female,"Marguerite ""Margie""•Mahoney-Richter",Margie•Mahoney,"12 May 1952 in Anchorage, Alaska (USA)",,United States,81744,158 cm / 52 kg,Anchorage Nordics,,,,,,
1984 Winter Olympics,Female,Judy•Rabinowitz (-Endestad),Judy•Rabinowitz,"9 April 1958 in Fairbanks, Alaska (USA)",,United States,82147,160 cm / 54 kg,"Harvard Crimson, Cambridge (USA)",,,,,,
